6.397139071842227E-4; 6.261135407633108E-4; 6.257402728092048E-4
3.410951637599851E-4; 3.1275417635826983E-4; 3.1288689015534295E-4
1.647475656202516E-4; 1.5689018761030283E-4; 1.5642499357156108E-4
9.427275373628584E-5; 7.826600125176943E-5; 7.826545126238935E-5
8.318909687231198E-5; 4.008432974277317E-5; 3.9140708390680074E-5
7.575912359900621E-5; 2.1657213958058403E-5; 1.9577904269632277E-5
7.142508256064898E-5; 1.1151579915092086E-5; 9.800140337593059E-6
7.142508256064898E-5; 6.842084248793175E-6; 4.892958096299711E-6
7.096077173593996E-5; 5.57319119567535E-6; 2.5369819451497864E-6
7.096077173593996E-5; 4.072884397180496E-6; 1.2390817470919548E-6
7.096077173593996E-5; 3.863257823502399E-6; 6.764935004483501E-7
7.096077173593996E-5; 3.863257823502399E-6; 3.5797164673536575E-7
7.096077173593996E-5; 3.863257823502399E-6; 3.022719652943828E-7
